content__235ca,username__703b9,anchor_edefb8,anchor_edefb8 (2),timestamp_c19a55,separator_c19a55,avatar_c19a55 src,username_c19a55,roleIcon__1e6f1 src,markup__75297,markup__75297 (2),markup__75297 (3),markup__75297 (4),latin24CompactTimeStamp_c19a55,separator_c19a55 (2),mention,botText__82f07,markup__75297 (5),markup__75297 (6),markup__75297 (7),markup__75297 (8),anchor_edefb8 href,anchor_edefb8 (3),embedProvider__623de,anchor_edefb8 href (2),embedDescription__623de,originalLink_af017a href,loadingOverlay_af017a src,emoji src,edited_c19a55,emoji src (2),reactionCount__23977,replyAvatar_c19a55 src,repliedTextContent_c19a55,repliedTextContent_c19a55 (2),repliedTextContent_c19a55 (3),username_c19a55 (2),avatarDecoration_c19a55 src,reactionCount__23977 (2),markup__75297 (9),markup__75297 (10),markup__75297 (14),markup__75297 (15),markup__75297 (16),markup__75297 (17),embedDescription__623de (2),embedDescription__623de (3),embedDescription__623de (4),embedDescription__623de (5),embedDescription__623de (6),embedDescription__623de (7),embedDescription__623de (8),embedDescription__623de (9),embedDescription__623de (10),embedDescription__623de (11),embedDescription__623de (12),embedDescription__623de (13),embedDescription__623de (14),embedDescription__623de (15),embedFieldName__623de,embedFieldValue__623de,embedFieldValue__623de (2),embedFieldValue__623de (3),embedFieldValue__623de (4),embedFieldName__623de (2),embedFieldValue__623de (5),video_cf09d8 src,repliedTextContent_c19a55 (4),repliedTextContent_c19a55 (5),repliedTextContent_c19a55 (6),embedDescription__623de (16),embedDescription__623de (17),embedDescription__623de (18),anchor_edefb8 href (3),anchor_edefb8 (4),embedVideoImageComponentInner__623de src,anchor_edefb8 href (5),repliedTextContent_c19a55 (7),repliedTextContent_c19a55 (8),repliedTextContent_c19a55 (9),embedFieldName__623de (3),embedFieldValue__623de (6),lazyImg_f4758a src,embedAuthorIcon__623de src,embedFooterIcon__623de src,embedFooterText__623de,embedFooterSeparator__623de,emoji src (3),markup__75297 (18),markup__75297 (19),markup__75297 (20),markup__75297 (21),markup__75297 (22),markup__75297 (23),markup__75297 (24),markup__75297 (25),anchor_edefb8 (5),reactionCount__23977 (3),embedDescription__623de (19),embedDescription__623de (20),embedDescription__623de (21),embedDescription__623de (22),embedVideo__623de src,anchor_edefb8 (6),anchor_edefb8 (7),anchor_edefb8 (8),edited_c19a55 (2),pngImage__31fc2 src,embedDescription__623de (23),repliedTextContent_c19a55 (10),embedDescription__623de (24),embedDescription__623de (25),embedDescription__623de (26),embedDescription__623de (27),embedDescription__623de (28),anchor_edefb8 href (6),originalLink_af017a href (2),repliedTextPlaceholder_c19a55,emoji src (4),emoji src (5),embedDescription__623de (29),embedDescription__623de (30),embedDescription__623de (31),embedDescription__623de (32),embedDescription__623de (33),embedDescription__623de (34),embedDescription__623de (35),embedDescription__623de (36),embedDescription__623de (37),embedDescription__623de (39),embedDescription__623de (40),embedDescription__623de (41),embedDescription__623de (42),embedDescription__623de (43),embedDescription__623de (44),embedDescription__623de (48),embedDescription__623de (59),embedDescription__623de (60),embedDescription__623de (61),embedDescription__623de (63),mention (2),imageError_af017a src,reactionCount__23977 (4),embedFieldValue__623de (7),embedFieldValue__623de (8),embedDescription__623de (64)
,,Steam,,"— 
3/21/24, 10:43 PM",—,https://cdn.discordapp.com/avatars/571263337984163840/807a96a4cce9f2ec1e4b14a07494908f.webp?size=160,IAmDevros,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2899090/Pushing_It_With_Sisyphus/,https://store.steampowered.com/app/2899090/Pushing_It_With_Sisyphus/,,https://store.steampowered.com/app/2899090/Pushing_It_With_Sisyphus/,,,,,,,,,,,,,,,,,,,,,A game about a very happy guy and his boulder,.Pushing It,! With Sisyphus is a difficult and punishing game about pushing a boulder up a hill,. You push the boulder by walking,/running into it,", and try to reach the top",. Be careful though,", as tons of obstacles",", surprises",", and happiness awaits you ahead",. The higher you get up the hill the buffer you g,.,.,.,Release Date,To be announced,,,,,,https://images-ext-1.discordapp.net/external/7kwanpq8Qq3EX56cbBAuFjWBC4DAvJLFEz_zbiEiKJs/%3Ft%3D1711003302/https/cdn.akamai.steamstatic.com/steam/apps/257009954/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Pushing It,,,,,,,! With Sisyphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/23/24, 7:13 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2315400/Knights_in_Tight_Spaces/,https://store.steampowered.com/app/2315400/Knights_in_Tight_Spaces/,,https://store.steampowered.com/app/2315400/Knights_in_Tight_Spaces/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Knights in Tight Spaces is a tactical deckbuilding game in the same universe as Fights in Tight Spaces,", the successful game by Ground Shatter",. It is a standalone title that sends us back to medieval times,", building on the much",-loved gameplay in new and dynamic ways,", while maintaining the same stylish look",-and,-feel and thrilling animated fight se,.,.,.,,,,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/aLTsIato0zuYeI__ej5to0hcNvqZaHHuvuNgdfgOmio/%3Ft%3D1711056605/https/cdn.akamai.steamstatic.com/steam/apps/257007565/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Knights in Tight Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/23/24, 12:49 PM",—,https://cdn.discordapp.com/avatars/734228094558404611/7f785b444d4bb5a7f3221928edb652ae.webp?size=160,Oldnoob72,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2458560/Zoochosis/,https://store.steampowered.com/app/2458560/Zoochosis/,,https://store.steampowered.com/app/2458560/Zoochosis/,,,,,,,,,,,,,,,,,,,,,This is your first night shift as a zookeeper,. You find out that some animals are infected and turning into mutants,. Save them and save yourself,. Unravel the mystery of the zoo,. Choose wisely,. Your choices will determine your ending,.YOU ARE A ZOOKEEPER,: Interact with the animals,", take care of them",", choose and prepare a meal for them",", restock and",.,.,.,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/vxOg03oFyvmAOEfBaUzLylAs1bDld1UMcLDUEO7aj-s/%3Ft%3D1705406550/https/cdn.akamai.steamstatic.com/steam/apps/256994120/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Zoochosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/23/24, 2:50 PM",—,https://cdn.discordapp.com/avatars/534205396089307146/e49c205ce15efc3b552d8e3216474d13.webp?size=160,Understandably_Angry,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,This one is coming out soon,.  It looks and plays like Weedshop,,,,,,,,,,,https://store.steampowered.com/app/2475420/Parking_Tycoon_Business_Simulator/,https://store.steampowered.com/app/2475420/Parking_Tycoon_Business_Simulator/,,https://store.steampowered.com/app/2475420/Parking_Tycoon_Business_Simulator/,,,,,(edited),,,,,,,,,,,,,,,,Ready to dive into the exciting world of car parking management,? Take charge and become the ultimate Parking Lot Tycoon in this thrilling first,-person simulation game,! Get behind the wheel and drive your success to new heights,.,,,,,,,,,,Price,$,1,2,0.99,Recommendations,491,https://images-ext-1.discordapp.net/external/SOO1Jo99QdVPwIieVAruFZeYJRpzM5q4lY-eS7hQXxo/%3Ft%3D1706633360/https/cdn.akamai.steamstatic.com/steam/apps/256962489/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Parking Tycoon,,,,,,,: Business Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/23/24, 5:51 PM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2793370/Chillas_Art_Shinkansen_0___0/,https://store.steampowered.com/app/2793370/Chillas_Art_Shinkansen_0___0/,,https://store.steampowered.com/app/2793370/Chillas_Art_Shinkansen_0___0/,,,,,,,,,,,,,,,,,,,,,Shinkansen 0,| 新幹線 0号 is a game set in Japan where players are tasked with finding anomalies in the Shinkansen,.,(Japanese bullet train,)Supporter content can be turned on and off at the title screen,.,(It is on by default,) Motion Blur and Headbob is turned off by default,.,C,o,n,t,r,Price,$,6,0.99,,,,https://images-ext-1.discordapp.net/external/OVENYf8bwmNjsLbtG0mugskLmT8gerD054YFrrNxcxw/%3Ft%3D1710998832/https/cdn.akamai.steamstatic.com/steam/apps/257003192/movie_max_vp9.webm,,,,o,l,s,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,[Chilla,,:WASD,- MoveLeft Click,- Interact　Right Click,- ZoomShift,,s Art,] Shinkansen 0,| 新幹線 0号,,,- RunESC,,-,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,,[,,,,,,,,"[
11:34 AM
]",],,,,,,,https://store.steampowered.com/app/2695490/Age_of_Water/,https://store.steampowered.com/app/2695490/Age_of_Water/,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,Become a sea captain on a post,-apocalyptic Earth completely covered in water and go on an adventure in a huge open world,. Sail through storms,", fight and trade",", capture other people",s boats or build your own,", extract resources from the bottom of the ocean",", reveal the secrets of the Age of Water world",.Water post,-apocalypseThe ocean destroyed a onc,.,.,.,,Release Date,Apr 18,", 2024",,,,,https://images-ext-1.discordapp.net/external/b40LzAZ5BQ8Vh0kgSq51wmoAI6ING26B9RNBNgWNC6U/%3Ft%3D1702908938/https/cdn.akamai.steamstatic.com/steam/apps/256988123/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/app/2695490/Age_of_Water/,,,,,,,,,,,,,,,,,,,,,,,Age of Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/27/24, 2:40 AM",—,https://cdn.discordapp.com/avatars/302262781858676736/169b8980f1d5977b15e3a944a4cf7f65.webp?size=160,IdyllBeast,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2449710/Town_of_Sins/,https://store.steampowered.com/app/2449710/Town_of_Sins/,,https://store.steampowered.com/app/2449710/Town_of_Sins/,,,,,,,,,,,,,,,,,,,,,Imagine yourself in a perfect town,", where everyone’s a prim and proper lady",", like they’re living a Victorian novel",?,! And then,", there’s you… the one who got super drunk with a bunch of whores",", and woke up the next day at snoozefest",", in the middle of fucking nowhere",.Your goal now,? Shake things up or die of boredom trying,! This town is about to get,.,.,.,,,,,,,,https://images-ext-1.discordapp.net/external/4WhgTR4ECBiX688EfeNa7mzbHCtpToLqRRzSUu8Ztso/%3Ft%3D1691785829/https/cdn.akamai.steamstatic.com/steam/apps/256957457/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Town of Sins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/28/24, 7:50 AM",—,https://cdn.discordapp.com/avatars/136980453314789377/a_042f153d64bbc56630c07240686a57f7.webp?size=160,Pichael,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2805070/Screenbound/,https://store.steampowered.com/app/2805070/Screenbound/,,https://store.steampowered.com/app/2805070/Screenbound/,,https://cdn.akamai.steamstatic.com/steam/apps/2805070/header.jpg?t=1711385110,https://images-ext-1.discordapp.net/external/TZGzeb4B1t66M-TKUp1HU7qigp1XGxugC8CNO0cPSng/%3Ft%3D1711385110/https/cdn.akamai.steamstatic.com/steam/apps/2805070/header.jpg?format=webp&width=800&height=374,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_6d16b27d9415cafe3b289053644337c4.png?size=240&passthrough=false,,,,,,,,Enter the unique world of Screenbound,", where your Quantum boy",(Qboy,),,,,,,,,,,,Release Date,To be announced,,,,,,,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Screenbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/28/24, 3:42 PM",—,https://cdn.discordapp.com/avatars/342999956862271490/0b731bfeaa2e133663c9e7b168ba7d56.webp?size=160,Unimoose Phil,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,Do you or Kay enjoy colony,-sim style games,? The Wandering Villiage has been really enjoyable and has pretty robost options for customizing the difficulty so you can challenge yourself however you want or just run a settlement on a giant earthdino,,,,,,,,,,https://store.steampowered.com/app/1121640/The_Wandering_Village/,https://store.steampowered.com/app/1121640/The_Wandering_Village/,,https://store.steampowered.com/app/1121640/The_Wandering_Village/,,,,https://discord.com/assets/0424e06a82d250e2.svg,,,,,,,,,,,,,,,,,Join the game’s community on,D,i,s,c,o,r,d,:In a world where mysterious plants are spreading all over the earth,", emitting toxic spores as they grow",", a small group of survivors seeks shelter on the back of a giant",", wandering creature they call",Onbu,,Price,$,2,4,0.99,Recommendations,4437,https://images-ext-1.discordapp.net/external/RJNpnN6mfO0eppVXm21cWKvFQiM_Pb18o_Zi_t5N1o8/%3Ft%3D1689870628/https/cdn.akamai.steamstatic.com/steam/apps/256959044/movie_max_vp9.webm,,,,.Become their leader,", build their settlement and form a symbiotic relationship with Onbu to survive toget",.,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,The Wandering Village,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/30/24, 9:02 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1330560/Hairdresser_Simulator/,https://store.steampowered.com/app/1330560/Hairdresser_Simulator/,,https://store.steampowered.com/app/1330560/Hairdresser_Simulator/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Hairdresser Simulator game has high minimum and recommended system requirements,", please read them before purchasing the title",.Unleash your creativity with staples of the hairdressing trade – see how much a simple haircut can change a person,!Experiment with colors and layering,. Don’t forget about haircare – wash hair,", shampoo using the best prod",.,.,.,,,,,,Price,$,1,9,0.99,Recommendations,245,https://images-ext-1.discordapp.net/external/qO99A2rFaGDFJnXHRGKaUufxLab4MvQV1gpJeP8U0cI/%3Ft%3D1709734668/https/cdn.akamai.steamstatic.com/steam/apps/257005628/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Hairdresser Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
3/30/24, 6:38 PM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2774380/Hospital_666/,https://store.steampowered.com/app/2774380/Hospital_666/,,https://store.steampowered.com/app/2774380/Hospital_666/,,,,,,,,,,,,,,,,,,,,,You wake up in an endless hospital,.You can only use the front or rear elevator to escape,. Turn around if you see something strange,.Turn around if you see something strange,.Turn around if you see something strange,. What will you find on floor 666,?,-,-,-,-,-,-,-,Price,$,7,0.79,273,Recommendations,,https://images-ext-1.discordapp.net/external/32pn-FmXjBi8MrbwPomHcY4DTrrvmNXCZmYvt-zMDZo/%3Ft%3D1709202986/https/cdn.akamai.steamstatic.com/steam/apps/257004466/movie_max_vp9.webm,,,,-,-,-,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Hospital 666,,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-Hospital 666 is a horror game inspired by Exit 8,",",.,.,,,,,,
,,Steam,,"— 
3/31/24, 1:10 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2827450/ATTA_Spot_the_Oddities_in_the_Strange_Hotel/,https://store.steampowered.com/app/2827450/ATTA_Spot_the_Oddities_in_the_Strange_Hotel/,,https://store.steampowered.com/app/2827450/ATTA_Spot_the_Oddities_in_the_Strange_Hotel/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Notes,: This attraction contains elements of fear,", anxiety",", and violent events",.Only those who have acknowledged this are allowed to enter,", so we appreciate your understanding and cooperation",. If you feel unwell,", we strongly recommend taking a break or interrupting your experience",. Photography and video recording within the attraction are permitte,.,.,.,,,Price,$,4,0.99,,,,https://images-ext-1.discordapp.net/external/e-PGFgUru71boaWOUSxtZDEvPkqoG5V--94bOUNGEyw/%3Ft%3D1707799060/https/cdn.akamai.steamstatic.com/steam/apps/257000394/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,ATTA,,,,,,,-Spot the Oddities in the Strange Hotel,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/1/24, 1:56 PM",—,https://cdn.discordapp.com/avatars/306263509522448385/ee6abbd1953657f76e29e277a724770e.webp?size=160,Bry0guy,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2881650/Content_Warning/,https://store.steampowered.com/app/2881650/Content_Warning/,,https://store.steampowered.com/app/2881650/Content_Warning/,,,,,,,,,,,,,,,,,,,,,Get famous or die trying,! Content Warning is a co,-op horror game where you film spooky stuff with your friends to try and go viral,. Squad up,", customize your face with the ASCII face customiser",", buy some gear and use the diving bell to go down to the Old World",! Down there you’ll encounter scary physics,-animated monsters,", cursed relics and other a",.,.,.,,,Price,$,7,0.79,,,,https://images-ext-1.discordapp.net/external/2E-e-_0Hk4gV-hWhfCcpqTj3no6_W40_kUI9Zm7gYjw/%3Ft%3D1711987141/https/cdn.akamai.steamstatic.com/steam/apps/257012412/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Content Warning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/1/24, 2:42 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2376970/My_Horse_Bonded_Spirits/,https://store.steampowered.com/app/2376970/My_Horse_Bonded_Spirits/,,https://store.steampowered.com/app/2376970/My_Horse_Bonded_Spirits/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,storyBegin your adventure as the reluctant future heir of a stud farm,. Prove that you are more than just a spoiled brat,. Start from scratch and learn how to keep and manage a stud farm,; it will,.,.,.,,,,,,,,Release Date,Q2 2024,,,,,,https://images-ext-1.discordapp.net/external/MFV50x6ejzmkvWnVARPgVgFLgLwN-RQJN6Cbun4iSkU/%3Ft%3D1710162191/https/cdn.akamai.steamstatic.com/steam/apps/257006615/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,https://store.steampowered.com/app/2626970/My_Horse_Bonded_Spirits__Prologue/https://store.steampowered.com/app/2822370/Chocolate_Factory_Simulator/Your,,,,,,,,,,,,,,,,,,,,My Horse,,,,,,,: Bonded Spirits,https://store.steampowered.com/app/2626970/My_Horse_Bonded_Spirits__Prologue/https://store.steampowered.com/app/2822370/Chocolate_Factory_Simulator/Your,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/3/24, 8:51 AM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2118250/Kitchen_Crisis/,https://store.steampowered.com/app/2118250/Kitchen_Crisis/,,https://store.steampowered.com/app/2118250/Kitchen_Crisis/,,,,,,,,,,,,,,,,,,,,,Kitchen Crisis is a culinary defense game where you are abducted by aliens and must quickly serve them food that they demand,.Dire consequences await those who fail to cook to the best of their abilities,.,· Cooking SystemCharacters automatically cook in the order of the recipe,", and no further actions are required from the player",. But beware,", cooki",.,.,.,,,,,Price,$,1,4,0.79,,,https://images-ext-1.discordapp.net/external/AZIGWwY612Q-PZ1EKLbxWJh4t244uk_Vw07kUV3l2FA/%3Ft%3D1712104299/https/cdn.akamai.steamstatic.com/steam/apps/256957531/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Kitchen Crisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/5/24, 8:47 AM",—,https://cdn.discordapp.com/avatars/734228094558404611/7f785b444d4bb5a7f3221928edb652ae.webp?size=160,Oldnoob72,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2747780/Dishwashing_Simulator/?queue=1,https://store.steampowered.com/app/2747780/Dishwashing_Simulator/?queue=1,,https://store.steampowered.com/app/2747780/Dishwashing_Simulator/?queue=1,,,,https://discord.com/assets/437bb4cb344550ff.svg,,,1,,,,,,,,,,,,,,Experience the unexpected thrill of a house,-hold chore in the latest next generation AAAAA simulation experience,: Dishwashing Simulator,. New ground has been broken in the simulation genre,", with a never seen before level of detail in the act of Washing Dishes",. Explore a simulated world where every dish matters and survival hinges on your ability,.,.,.,,,,,,Price,$,6,0.49,,,,https://images-ext-1.discordapp.net/external/Y6S_XI7X9GQBug9vCXDIaD1Pi-D6UGXnVtJaiDENMb4/%3Ft%3D1711554118/https/cdn.akamai.steamstatic.com/steam/apps/257011603/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Dishwashing Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/5/24, 8:47 AM",—,https://cdn.discordapp.com/avatars/876690383701176351/794a197da08cbb716934f79ac08a42bf.webp?size=160,sylvie - halsinsmith516,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,(idk why the embed is german,.,.,.,,,,,.,),,,https://store.steampowered.com/app/2379780/Balatro/,https://store.steampowered.com/app/2379780/Balatro/,,https://store.steampowered.com/app/2379780/Balatro/,,,,,(edited),,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_3012fad396abbf24e325431800b51510.png?size=240&passthrough=false,,,,,,,,Balatro ist ein vom Poker inspirierter Deckbuilder,", bei dem sich alles darum dreht",", mächtige Synergien zu entwickeln und groß abzuräumen",.Kombiniere zulässige Pokerblätter mit einzigartigen Jokerkarten,", um verschiedene Synergien und Builds zu erschaffen",. Verdiene genug Chips,", um hinters Licht führende Blind",-Einsätze zu schlagen,", derweil du bei de",.,.,.,,,Price,$,1,3,0.99,Recommendations,24731,https://images-ext-1.discordapp.net/external/7p-Xx5X7wcb4h6cn8F-03e5W2eLM7kZW6XSyRyOYZvY/%3Ft%3D1696871174/https/cdn.akamai.steamstatic.com/steam/apps/256974582/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,90,,,,,,,,,,,,,,,Balatro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
4/8/24, 3:25 AM",—,https://cdn.discordapp.com/avatars/362436888004395009/a_2ee7f50ea2f3c8524d78614190caa9b3.webp?size=160,Flame 🔥,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,Another Exit 8 type,,,,,,,,,,,,https://store.steampowered.com/app/2843540/Midnight_Monitor_Aldercourt/,https://store.steampowered.com/app/2843540/Midnight_Monitor_Aldercourt/,,https://store.steampowered.com/app/2843540/Midnight_Monitor_Aldercourt/,,,,,,,,,,,,,,,,,,,,,Aldercourt City Council,", in association with Sequre Transport Authority",", welcome you into Aldercourt Station",.Aldercourt Station is a sprawling and expansive addition to London,s Travel Network,. Come get lost amonst its tile halls and take in the scenery as you pass through its liminal spaces,.It can be a little difficult to find your way through,.,.,.,,,,,Price,$,4,0.99,,,,https://images-ext-1.discordapp.net/external/-06Y0mMml8p2a1bvp4e8SbIRZKpwS91bpTLGu7UPOHY/%3Ft%3D1708434129/https/cdn.akamai.steamstatic.com/steam/apps/257001554/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Midnight Monitor,,,,,,,: Aldercourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
